,dropNum,N,gdotrad,gdotHz,etad,etam,lam,k,w,l,v,gdotHzest,gdotHzerr,r0,grem,D,gr,Dte,g2,rzr0r0,gem,srrrk
,,,rad/s,1/s,Pa.s,Pa.s,,,m,m,m/s,1/s,,m,N/m,,m/s,m^2/(N*s),1/s^2,1/m^2,N/m^2,1/m
0,0.0,59.0,6.283185307179586,1.0,0.8294413039999999,4.4787511019999995,0.18519477530903883,0.8709773823496063,0.000348219431179621,0.0003537613654957541,0.0005010926918403376,1.0021853836806751,0.0021853836806751126,0.00017483570653175213,0.0007847568684025591,0.00789470928888661,0.00017521778963160592,0.0017125293367900457,1.004375543263182,-135844.107058281,4.488538891568116,394.9271244305513
1,0.0,69.0,12.566370614359172,2.0,0.5509611260225074,2.4811559133965404,0.22205824432382307,0.8987824302469241,0.00034667026665798447,0.00035909154025126356,-0.0009105179745101768,1.8210359490203536,0.0894820254898232,0.00017483570653175213,0.0007899556469238297,0.017599809839067004,0.0003183821067666933,0.006859679811420113,3.3161719276244597,-280780.3996277593,4.5182741134195314,558.9283093162284
2,0.0,47.0,18.84955592153876,3.0,0.4374222333265199,1.7566778468378894,0.24900537916721752,0.9181306523599612,0.0003450963366362626,0.00036172726076757756,0.0013281289014490712,2.6562578028981423,0.11458073236728594,0.00017483570653175213,0.0008158164922088682,0.02352910145105546,0.0004644087097001763,0.012911452935519454,7.055705515457266,-428033.6957923115,4.666189237841452,682.7893462753491
3,0.0,36.0,25.132741228718345,4.0,0.3725699898310913,1.3750771308532739,0.27094479391123405,0.9333119550002489,0.0003442616408062504,0.00036753516964610684,-0.0018023651623292427,3.6047303246584854,0.09881741883537865,0.00017483570653175213,0.0008666225237136575,0.03269687149211271,0.0006302355731680985,0.02286427911154738,12.994080713512469,-506125.9302422545,4.9567822323311805,736.4035603886384
4,0.0,29.0,31.41592653589793,5.0,0.3295121707313521,1.137215694240491,0.2897534499393472,0.945938563410376,0.00034342622793824963,0.00036823497563992253,0.0021978677905555963,4.395735581111192,0.1208528837777616,0.00017483570653175213,0.0008739861243151952,0.034860334632458,0.0007685315360503373,0.029415048488987024,19.322491299046952,-584285.2491278666,4.9988994905709925,785.9248044506688
5,0.0,30.0,37.69911184307752,6.0,0.29834610897114283,0.9737785751851823,0.3063798245041556,0.9568138864086874,0.0003426920310620592,0.000374578788996812,-0.002783501745993281,5.567003491986561,0.0721660846689064,0.00017483570653175213,0.0009477893878723086,0.044455674262805826,0.0009733109887862018,0.04372979810940876,30.991527879790567,-652975.0311135271,5.421028728477608,826.1036718997874
6,0.0,21.0,50.26548245743669,8.0,0.25547410239507,0.7623586528360053,0.33511012362055037,0.975001650892527,0.0003411398966445288,0.0003790423572254364,0.0036855241563262223,7.371048312652444,0.07861896091844445,0.00017483570653175213,0.0009824687029499637,0.0526289843678253,0.0012887224396222695,0.06593153636197384,54.33235322745645,-798189.1803561714,5.619382461622828,904.7951057736194
7,0.0,16.0,62.83185307179586,10.0,0.22679598589481784,0.6305551885521578,0.359676662744736,0.9899751940824227,0.00033871758892931747,0.0003873096880891398,-0.004647234035248692,9.294468070497384,0.07055319295026163,0.00017483570653175213,0.001024655266036806,0.06692875143668608,0.0016250048919422212,0.10112673286803325,86.38713671349537,-1024814.754852478,5.860675066684488,1017.4440315427627
8,0.0,14.0,75.39822368615503,12.0,0.205923559894832,0.5399810863514458,0.38135328273480856,1.0027670903013097,0.0003383268616582857,0.000390779845917706,0.005724893373073673,11.449786746147344,0.04585110448772134,0.00017483570653175213,0.0010809511779778002,0.0719414369863733,0.0020018315554005623,0.12667253067850712,131.09761653225138,-1061370.305459401,6.182668285677029,1028.805862271419
