,frame,time,dropNum,x,y,dpos,v,w,l,angle,vest
31,16.0,0.32,1.0,607.6002807617188,331.32879638671875,0.025861626380114962,1.293081319005747,218.12330627441406,221.25128173828125,168.815673828125,44093903.63671312
32,17.0,0.34,0.0,674.5989990234375,790.806396484375,0,0,155.28355407714844,155.75437927246094,170.8260498046875,15731850.136480346
33,17.0,0.34,1.0,607.5934448242188,331.3145446777344,0,0,218.1333465576172,221.21981811523438,168.400634765625,44091691.97482627
34,18.0,0.36,1.0,607.6593627929688,331.3297424316406,0.06764724922656437,3.382362461328225,218.10716247558594,221.21678161621094,168.32627868652344,44080502.27302182
35,18.0,0.36,0.0,674.67041015625,790.8040771484375,-0.07144878731479977,-3.5724393657399953,155.33714294433594,155.77310180664062,168.7689666748047,15744602.597399116
36,19.0,0.38,0.0,674.6856079101562,790.800048828125,-0.015722566213409225,-0.7861283106704605,155.30929565429688,155.75877380371094,168.19529724121094,15737510.364838623
37,19.0,0.38,1.0,607.6622924804688,331.3328552246094,0.004274640208714143,0.21373201043570694,218.11019897460938,221.1849822998047,168.68487548828125,44075393.03367634
38,20.0,0.4,0.0,674.6246337890625,790.8055419921875,0.0,0.0,155.23263549804688,155.779541015625,163.3863067626953,15724074.433355803
39,20.0,0.4,1.0,607.634521484375,331.3423767089844,0.02935791015625,1.4678955078124987,218.09567260742188,221.1439971923828,168.3216552734375,44061356.30583031
40,21.0,0.42,0.0,674.68212890625,790.7998657226562,-0.05777463575130314,-2.8887317875651624,155.28041076660156,155.7579345703125,162.485107421875,15731572.32793799
41,21.0,0.42,1.0,607.6543579101562,331.3428649902344,0.019842434486578034,0.9921217243289036,218.08009338378906,221.11817932128906,168.3385467529297,44049918.371892795
42,22.0,0.44,1.0,607.7006225585938,331.35516357421875,0.04787142010705549,2.393571005352772,218.13180541992188,221.0699005126953,168.5086669921875,44061189.04516046
43,22.0,0.44,0.0,674.7750854492188,790.8117065429688,0.0,0.0,155.37570190429688,155.76004028320312,156.0903778076172,15751099.220853668
44,23.0,0.46,0.0,674.737060546875,790.8275146484375,0.0411799635352297,2.058998176761483,155.32565307617188,155.70452880859375,159.62254333496094,15735343.593792314
45,23.0,0.46,1.0,607.6805419921875,331.3675537109375,0.02359543674325892,1.1797718371629449,218.07601928710938,221.0555877685547,168.38987731933594,44035803.86592385
46,24.0,0.48,0.0,674.6578979492188,790.8278198242188,0.07916318588802992,3.958159294401504,155.28933715820312,155.72164916992188,163.38192749023438,15729715.806808522
47,24.0,0.48,1.0,607.63525390625,331.3805236816406,0.047108713290879706,2.3554356645439896,218.06842041015625,221.0268096923828,167.74464416503906,44027002.664379954
48,25.0,0.5,0.0,674.6881103515625,790.8603515625,0.04439710858806435,2.2198554294032156,155.3724365234375,155.7205352783203,160.40829467773438,15746442.435068501
49,25.0,0.5,1.0,607.6551513671875,331.4043273925781,0.03102459679279322,1.5512298396396598,218.0790557861328,220.90008544921875,168.63401794433594,44006052.185467064
50,26.0,0.52,1.0,607.6630859375,331.3900146484375,0,0,218.08155822753906,220.85614013671875,168.7653350830078,43998307.46852914
51,26.0,0.52,0.0,674.7098388671875,790.8562622070312,0,0,155.3073272705078,155.69387817382812,159.08358764648438,15730554.714357648
52,27.0,0.54,1.0,607.7626342773438,331.389892578125,-0.09954841468756767,-4.977420734378379,218.0830535888672,220.7996368408203,168.81690979003906,43987654.27976146
53,27.0,0.54,0.0,674.8367309570312,790.865478515625,0.12722634479151537,6.361317239575763,155.2777099609375,155.72764587402344,160.8088836669922,15727966.035509992
54,28.0,0.56,0.0,674.8318481445312,790.8583374023438,0.0,0.0,155.28176879882812,155.72706604003906,164.88418579101562,15728729.715383174
55,28.0,0.56,1.0,607.77294921875,331.3879699707031,-0.010492589552299258,-0.5246294776149625,218.08851623535156,220.7996063232422,169.13414001464844,43989851.87409043
56,29.0,0.58,0.0,674.758544921875,790.8782348632812,0.07595572001864706,3.797786000932371,155.26426696777344,155.75469970703125,160.64846801757812,15727974.76407881
57,29.0,0.58,1.0,607.6885986328125,331.4188537597656,0.0,0.0,218.08119201660156,220.765380859375,168.91720581054688,43980078.96709656
58,30.0,0.6,0.0,674.7974853515625,790.8890991210938,0.04042757922586509,2.0213789612932525,155.30148315429688,155.7306365966797,161.10601806640625,15733084.488398617
59,30.0,0.6,1.0,607.7479858398438,331.4122314453125,-0.05975529606393577,-2.987764803196786,218.05416870117188,220.73834228515625,168.79420471191406,43963794.95443727
60,31.0,0.62,0.0,674.8717041015625,790.8978271484375,0.07473019010330262,3.736509505165128,155.3134307861328,155.7248992919922,164.8970184326172,15734925.617380299
61,31.0,0.62,1.0,607.8047485351562,331.4225769042969,0.0,0.0,218.03993225097656,220.7469024658203,168.28782653808594,43959759.15602347
62,32.0,0.64,0.0,674.8301391601562,790.8875732421875,0.0,0.0,155.32687377929688,155.6653289794922,163.68472290039062,15731629.364955498
63,32.0,0.64,1.0,607.781005859375,331.4083251953125,-0.027691620794544878,-1.3845810397272427,218.06640625,220.69764709472656,168.592041015625,43960623.68088664
64,33.0,0.66,0.0,674.8174438476562,790.8851928710938,-0.012916544662432628,-0.6458272331216308,155.29849243164062,155.6803741455078,161.36691284179688,15727400.836938819
65,33.0,0.66,1.0,607.7367553710938,331.42510986328125,0.0,0.0,218.03363037109375,220.67547607421875,168.41769409179688,43942995.00570098
66,34.0,0.68,0.0,674.8654174804688,790.8876342773438,0.0,0.0,155.32632446289062,155.69615173339844,165.2496337890625,15734633.038286211
67,34.0,0.68,1.0,607.8068237304688,331.4202880859375,-0.07023406952652574,-3.5117034763262835,218.0447235107422,220.621337890625,168.63743591308594,43936684.986867465
68,35.0,0.7,0.0,674.8794555664062,790.8848876953125,-0.01430425005524654,-0.7152125027623303,155.32839965820312,155.6734161376953,161.3857421875,15732755.759937804
69,35.0,0.7,1.0,607.8408813476562,331.4312438964844,0.0,0.0,218.0292510986328,220.60946655273438,168.41590881347656,43928085.891981274
70,36.0,0.72,0.0,674.8558349609375,790.8980712890625,0.0,0.0,155.2901611328125,155.68045043945312,160.0762481689453,15725721.133000903
71,36.0,0.72,1.0,607.7969970703125,331.4324645996094,0.043901251851200716,2.195062592560034,218.04782104492188,220.59368896484375,168.57647705078125,43932426.887945615
72,37.0,0.74,1.0,607.7557373046875,331.46044921875,0.04985486102553859,2.4927430512769275,217.986083984375,220.53863525390625,168.72454833984375,43896594.72128066
73,37.0,0.74,0.0,674.8507690429688,790.9148559570312,0.017532501352838573,0.8766250676419279,155.2871856689453,155.65419006347656,157.4634552001953,15722465.975051142
74,38.0,0.76,0.0,674.8812255859375,790.9071044921875,0,0,155.32179260253906,155.6742706298828,157.1033477783203,15731503.719847843
75,38.0,0.76,1.0,607.8142700195312,331.4337463378906,0,0,218.0195770263672,220.53269958496094,168.78831481933594,43908903.15741111
76,39.0,0.78,0.0,674.9362182617188,790.9209594726562,0.05671115298925886,2.8355576494629404,155.3351287841797,155.66079711914062,154.45065307617188,15732843.515170021
77,39.0,0.78,1.0,607.8778686523438,331.4429016113281,0.0642542226420536,3.2127111321026773,218.03326416015625,220.5148468017578,169.0932159423828,43910861.47419423
78,40.0,0.8,0.0,674.8814086914062,790.9127807617188,0.0,0.0,155.3131561279297,155.7124481201172,160.5614471435547,15733611.865274202
79,40.0,0.8,1.0,607.8328247070312,331.455810546875,0.04685720463566797,2.3428602317833964,218.01878356933594,220.51348876953125,169.3224334716797,43904758.6363279
80,41.0,0.82,1.0,607.8121337890625,331.45166015625,0.0,0.0,217.99203491210938,220.48956298828125,168.88853454589844,43889223.463701405
81,41.0,0.82,0.0,674.8634033203125,790.9088134765625,-0.01843726497435695,-0.9218632487178519,155.2980499267578,155.70297241210938,165.51611328125,15729594.156830637
82,42.0,0.84,0.0,674.9155883789062,790.9317016601562,0.0,0.0,155.2982177734375,155.6811065673828,159.3990020751953,15727419.198249897
83,42.0,0.84,1.0,607.8938598632812,331.48028564453125,0.08659428264353608,4.3297141321768,218.01609802246094,220.44134521484375,168.71644592285156,43889313.4097957
84,43.0,0.86,0.0,674.9421997070312,790.9232177734375,-0.027930970595971036,-1.3965485297985505,155.33517456054688,155.6759490966797,162.65586853027344,15734384.219325505
85,43.0,0.86,1.0,607.904541015625,331.4875793457031,0.01293387382708703,0.6466936913543508,218.03785705566406,220.44146728515625,167.99436950683594,43898098.87601697
86,44.0,0.88,0.0,674.9031982421875,790.9403076171875,0,0,155.28082275390625,155.70384216308594,156.28897094726562,15726192.436129592
87,44.0,0.88,1.0,607.8282470703125,331.48193359375,0,0,218.00860595703125,220.38101196289062,169.10707092285156,43874285.6003289
88,45.0,0.9,0.0,674.9022827148438,790.9361572265625,-0.004250168544568771,-0.21250842722843835,155.28749084472656,155.70980834960938,157.12570190429688,15728145.738434056
89,45.0,0.9,1.0,607.8619995117188,331.4779357910156,-0.0339883763599457,-1.6994188179972833,217.98934936523438,220.3677978515625,168.99964904785156,43863904.90440884
90,46.0,0.92,1.0,607.9462280273438,331.489990234375,0,0,218.0182647705078,220.33309936523438,168.83082580566406,43868633.89719472
91,46.0,0.92,0.0,674.9689331054688,790.9511108398438,0,0,155.3401641845703,155.64988708496094,155.49777221679688,15732760.77179327
92,47.0,0.94,0.0,674.9568481445312,790.954833984375,0.012645476901306556,0.6322738450653308,155.30294799804688,155.67471313476562,155.32896423339844,15727731.369982252
93,47.0,0.94,1.0,607.9498901367188,331.5140380859375,0.0243250942412665,1.2162547120633307,218.0465545654297,220.31471252441406,169.00613403320312,43876357.5247184
94,48.0,0.96,0.0,675.0130615234375,793.4150390625,2.460847205821624,123.0423602910811,155.30862426757812,155.63111877441406,154.64170837402344,15724476.440966634
95,48.0,0.96,1.0,608.3461303710938,333.86962890625,2.3886846665221575,119.43423332610777,217.95838928222656,220.4031219482422,168.5609588623047,43858475.403820045
96,49.0,0.98,0.0,675.3399658203125,797.0965576171875,3.696003962095235,184.8001981047616,155.34310913085938,155.7585906982422,169.38356018066406,15744345.24981641
97,49.0,0.98,1.0,609.0291748046875,337.4210510253906,3.6165105788017122,180.82552894008546,217.9541473388672,220.61172485351562,170.05319213867188,43898276.96818147
98,50.0,1.0,1.0,609.9066772460938,341.9560546875,4.6191199107643195,230.95599553821577,217.8632354736328,220.9981689453125,170.45484924316406,43938495.56215368
99,50.0,1.0,0.0,675.6367797851562,801.8026733398438,4.71546643766644,235.77332188332178,155.37582397460938,155.95913696289062,174.3794403076172,15771257.481438912
100,51.0,1.02,1.0,610.6222534179688,346.6002197265625,4.698969904969138,234.94849524845668,217.75367736816406,221.5607147216797,170.7263946533203,44006047.45327604
101,51.0,1.02,0.0,675.782470703125,806.6174926757812,4.817023051771312,240.8511525885654,155.26919555664062,156.1761474609375,171.55014038085938,15771533.424543966
102,52.0,1.04,0.0,675.8370361328125,810.0758056640625,3.458743429488775,172.9371714744386,155.35723876953125,156.2755584716797,176.8740234375,15799475.011240808
103,52.0,1.04,1.0,611.0767822265625,349.9169616699219,3.3477415606167953,167.3870780308396,217.6560516357422,221.9043426513672,170.70684814453125,44034787.409768835
104,53.0,1.06,0.0,676.0639038085938,815.1068725585938,5.036179408992764,251.80897044963797,155.3482666015625,156.53720092773438,177.84156799316406,15824099.190064155
105,53.0,1.06,1.0,611.9027709960938,354.75177001953125,4.904857717084592,245.2428858542294,217.56346130371094,222.51458740234375,170.87950134277344,44118325.0127513
106,54.0,1.08,0.0,676.2481689453125,820.2684936523438,5.164909094655483,258.2454547327739,155.37152099609375,156.73410034179688,177.7209014892578,15848747.238356557
107,54.0,1.08,1.0,612.7243041992188,359.6759948730469,4.992284768702382,249.6142384351189,217.4347381591797,223.1829071044922,170.9860382080078,44198486.61263003
108,55.0,1.1,1.0,613.1635131835938,363.1641845703125,3.515732056921541,175.7866028460769,217.31451416015625,223.5341033935547,170.95314025878906,44219096.66780475
109,55.0,1.1,0.0,676.2403564453125,823.9562377929688,3.6877524160212096,184.3876208010603,155.4445037841797,156.8434295654297,179.18310546875,15874705.64112366
110,56.0,1.12,1.0,613.8479614257812,367.8423156738281,4.727936126674501,236.39680633372484,217.2808380126953,224.20068359375,171.61119079589844,44337213.68256288
111,56.0,1.12,0.0,676.3516845703125,828.7971801757812,4.842222331236597,242.11111656182962,155.4296875,157.04751586914062,178.1966094970703,15892331.96628694
112,57.0,1.14,0.0,676.6056518554688,833.4141845703125,4.623984100432279,231.19920502161628,155.37413024902344,157.17562866210938,178.62522888183594,15893927.82490664
113,57.0,1.14,1.0,614.6580200195312,372.2449951171875,4.47658141959771,223.82907097988777,217.0401611328125,224.71522521972656,171.2481689453125,44340574.31996008
114,58.0,1.16,0.0,676.7008666992188,836.9529418945312,3.5400380317423403,177.00190158711686,155.43927001953125,157.15802001953125,177.59703063964844,15905475.390397249
115,58.0,1.16,1.0,615.1821899414062,375.6275939941406,3.422970825082064,171.14854125410304,217.09002685546875,224.9365997314453,171.0899200439453,44404652.921525255
116,59.0,1.18,0.0,676.7796630859375,842.2079467773438,5.25559560744005,262.7797803720023,155.39248657226562,157.42953491210938,176.57736206054688,15923365.14804322
117,59.0,1.18,1.0,615.890869140625,380.6692199707031,5.091190302370862,254.55951511854286,216.9025421142578,225.59567260742188,171.17344665527344,44457870.661118954
118,60.0,1.2,0.0,676.874755859375,847.3242797851562,5.117216634303431,255.86083171517132,155.5042724609375,157.55972290039062,176.887451171875,15959470.160312695
119,60.0,1.2,1.0,616.6134643554688,385.51263427734375,4.897020113322609,244.85100566613022,216.734375,226.16786193847656,170.9395751953125,44501545.84473972
120,61.0,1.22,1.0,617.1922607421875,389.0350341796875,3.5696367223164236,178.481836115821,216.7053680419922,226.27256774902344,171.2215576171875,44510231.536172286
121,61.0,1.22,0.0,677.0322265625,850.9298095703125,3.608966895663017,180.4483447831507,155.3767852783203,157.548828125,178.6588592529297,15932211.018505136
122,62.0,1.24,0.0,677.0598754882812,858.3316650390625,7.401907108533661,370.0953554266827,155.36264038085938,157.74468994140625,178.16282653808594,15949113.3643931
123,62.0,1.24,1.0,618.1693115234375,396.09259033203125,7.124866810869264,356.24334054346286,216.49615478515625,227.07859802246094,170.9426727294922,44582579.01335062
124,63.0,1.26,0.0,677.0946044921875,860.2537841796875,1.9224328582474106,96.12164291237045,155.31182861328125,157.7430419921875,176.58387756347656,15938516.159442078
125,63.0,1.26,1.0,618.3936157226562,397.9095153808594,1.8307181669624217,91.53590834812101,216.50567626953125,227.12338256835938,171.486328125,44595293.9466533
126,64.0,1.28,0.0,677.2627563476562,866.2396850585938,5.988262216919713,299.4131108459854,155.3765869140625,157.7070770263672,177.21095275878906,15948173.303752413
127,64.0,1.28,1.0,619.28662109375,403.5897216796875,5.749974103424205,287.49870517121,216.41732788085938,227.31298828125,171.213623046875,44596104.20066078
128,65.0,1.3,1.0,620.0355224609375,408.6459045410156,5.111344087905213,255.5672043952604,216.2800750732422,227.86366271972656,171.4167022705078,44647454.83661282
129,65.0,1.3,0.0,677.3878784179688,871.5093383789062,5.271138553363954,263.5569276681975,155.30531311035156,157.94972229003906,178.19412231445312,15958060.344512753
130,66.0,1.32,0.0,677.5718994140625,875.361572265625,3.8566267183884393,192.8313359194218,155.30772399902344,157.8480224609375,177.33871459960938,15948280.489391562
131,66.0,1.32,1.0,620.70361328125,412.3035583496094,3.7181684641374435,185.90842320687202,216.2727813720703,227.86219787597656,171.78762817382812,44644156.55758126
132,67.0,1.34,0.0,677.6720581054688,879.573486328125,4.213104773602179,210.65523868010877,155.3389434814453,157.98033142089844,176.7393798828125,15968066.181834944
133,67.0,1.34,1.0,621.3837890625,416.3740539550781,4.126932706931318,206.3466353465657,216.22972106933594,228.03634643554688,171.61761474609375,44660487.52868357
134,68.0,1.36,0.0,677.8541259765625,884.998779296875,5.428347124719715,271.4173562359855,155.33091735839844,157.98927307128906,176.8448028564453,15967319.829357233
135,68.0,1.36,1.0,622.1814575195312,421.558349609375,5.245302317169534,262.26511585847646,216.07998657226562,228.5457763671875,171.98912048339844,44698288.82208763
136,69.0,1.38,0.0,677.9899291992188,888.5165405273438,3.520381597195514,176.0190798597775,155.2858123779297,157.8274688720703,178.23980712890625,15941704.61453325
137,69.0,1.38,1.0,622.716064453125,424.8885192871094,3.372808126168458,168.64040630842462,216.19252014160156,228.36187744140625,171.84832763671875,44708854.450484216
138,70.0,1.4,0.0,678.2034301757812,893.0027465820312,4.49128349496087,224.56417474804329,155.3159942626953,158.00169372558594,176.86636352539062,15965506.985235363
139,70.0,1.4,1.0,623.4895629882812,429.1676940917969,4.348521242096118,217.4260621048057,216.0735321044922,228.68280029296875,171.8270721435547,44722415.64286623
140,71.0,1.42,0.0,678.2938842773438,898.611328125,5.609310908535843,280.4655454267919,155.3453369140625,158.0576171875,177.84996032714844,15977193.036447307
141,71.0,1.42,1.0,624.2510375976562,434.5210266113281,5.407218568302341,270.3609284151168,216.02157592773438,229.17559814453125,172.11354064941406,44797238.48994318
142,72.0,1.44,0.0,678.2482299804688,902.24755859375,3.6365170612399162,181.82585306199564,155.4169921875,157.93484497070312,177.47235107421875,15979514.022938056
143,72.0,1.44,1.0,624.6837158203125,438.07403564453125,3.5792574138197963,178.96287069098966,216.05361938476562,228.8860626220703,172.165771484375,44753916.77019924
144,73.0,1.46,0.0,678.318359375,906.5635986328125,4.316609751965997,215.83048759829964,155.3861541748047,158.0130157470703,177.84793090820312,15981079.321790274
145,73.0,1.46,1.0,625.2924194335938,442.1407470703125,4.112014337207668,205.60071686038324,216.03846740722656,229.0074462890625,172.3041229248047,44771370.47582127
146,74.0,1.48,0.0,678.5087890625,911.5304565429688,4.97050711352102,248.52535567605076,155.339111328125,158.14364624023438,178.52713012695312,15984607.981566649
147,74.0,1.48,1.0,626.0731811523438,446.9447326660156,4.867018231441974,243.35091157209848,215.9131622314453,229.3096923828125,172.454833984375,44778470.693499245
148,75.0,1.5,1.0,626.6000366210938,450.2923583984375,3.388830879422117,169.4415439711057,216.03700256347656,229.1678924560547,172.27503967285156,44802130.42626811
149,75.0,1.5,0.0,678.5479125976562,915.0752563476562,3.5450156990224544,177.25078495112257,155.3936309814453,157.96621704101562,178.11773681640625,15977883.729835462
150,76.0,1.52,0.0,678.6273803710938,919.6810302734375,4.606459441091557,230.32297205457766,155.34890747070312,158.1453857421875,177.84567260742188,15986799.963162133
151,76.0,1.52,1.0,627.1836547851562,454.6910705566406,4.43726028221781,221.8630141108903,215.97177124023438,229.34510803222656,172.465576171875,44809703.51704618
152,77.0,1.54,0.0,678.8851318359375,925.0941162109375,5.419219056689751,270.9609528344873,155.3804168701172,158.20021057128906,176.9375,15998830.271981282
153,77.0,1.54,1.0,628.125,459.84307861328125,5.237300624291023,261.8650312145509,215.9996337890625,229.77012634277344,172.53399658203125,44904328.05528168
154,78.0,1.56,0.0,679.0924682617188,928.9192504882812,3.830749356609727,191.53746783048618,155.3460693359375,158.1644744873047,177.5330047607422,15988145.425909054
155,78.0,1.56,1.0,628.7890014648438,463.47808837890625,3.6951581754376583,184.75790877188274,215.96983337402344,229.58070373535156,172.65982055664062,44854929.51156156
156,79.0,1.58,1.0,629.4343872070312,467.74188232421875,4.312361483491666,215.6180741745831,215.9407501220703,229.7356414794922,172.73504638671875,44873112.896093145
157,79.0,1.58,0.0,679.1488037109375,933.3738403320312,4.454946055664347,222.74730278321718,155.26869201660156,158.19667053222656,179.38043212890625,15975473.430979125
158,80.0,1.6,0.0,679.2100830078125,938.3113403320312,4.937880253937462,246.8940126968729,155.31788635253906,158.2355194091797,178.05154418945312,15989523.803556137
159,80.0,1.6,1.0,630.1034545898438,472.4489440917969,4.754375000621982,237.7187500310989,215.95387268066406,229.97938537597656,172.67791748046875,44926181.93488417
160,81.0,1.62,0.0,679.4312744140625,941.5508422851562,3.2470445858502686,162.35222929251327,155.26531982421875,158.0636444091797,177.75050354003906,15961346.46913376
161,81.0,1.62,1.0,630.6904296875,475.5173034667969,3.123998882749313,156.1999441374655,216.06134033203125,229.65042114257812,172.837890625,44906580.621130414
162,82.0,1.64,0.0,679.4268798828125,946.5272827148438,4.976442370020296,248.82211850101734,155.27500915527344,158.18719482421875,178.85781860351562,15975816.407068592
163,82.0,1.64,1.0,631.31689453125,480.3095397949219,4.833010161902797,241.6505080951423,216.00094604492188,229.95721435546875,172.9078369140625,44941437.01008398
164,83.0,1.66,1.0,632.1026611328125,485.55584716796875,5.304825181343593,265.2412590671794,215.98667907714844,230.3247528076172,173.08828735351562,45007320.3860177
165,83.0,1.66,0.0,679.4746704101562,952.0475463867188,5.520470536242962,276.02352681214785,155.33558654785156,158.2368621826172,178.6781768798828,15993304.094966942
166,84.0,1.68,1.0,632.461181640625,489.12139892578125,3.583531260106704,179.17656300533503,216.0386505126953,230.03952026367188,173.03683471679688,44973219.04178226
167,84.0,1.68,0.0,679.369873046875,955.7781372070312,3.732062480177763,186.603124008888,155.24534606933594,158.23284912109375,177.77670288085938,15974322.092140712
168,85.0,1.7,0.0,679.535400390625,960.4159545898438,4.640770343148508,232.0385171574252,155.24424743652344,158.2027587890625,179.55242919921875,15971058.288132424
169,85.0,1.7,1.0,633.2059326171875,493.5121154785156,4.4534307969863445,222.671539849317,216.0243682861328,230.17901611328125,173.06118774414062,44994541.047935724
170,86.0,1.72,0.0,679.4791870117188,965.3251953125,4.909562548430819,245.47812742154073,155.21591186523438,158.26638793945312,178.43814086914062,15971649.87963187
171,86.0,1.72,1.0,633.7485961914062,498.1919250488281,4.711167728830331,235.55838644151635,215.95692443847656,230.2307586669922,173.26905822753906,44976558.53710243
172,87.0,1.74,0.0,679.4710083007812,968.9442749023438,3.619088831313236,180.95444156566165,155.27235412597656,158.14065551757812,178.85748291015625,15970570.086015731
173,87.0,1.74,1.0,634.2026977539062,501.6846008300781,3.5220721659266494,176.1036082963323,216.01300048828125,229.97396850585938,173.33438110351562,44949727.97084977
174,88.0,1.76,0.0,679.4273071289062,973.6620483398438,4.717975837157691,235.89879185788433,155.21176147460938,158.2052764892578,179.3617401123047,15964628.935880043
175,88.0,1.76,1.0,634.759765625,506.1742248535156,4.524052219507645,226.20261097538204,215.99981689453125,230.18484497070312,173.26890563964844,44985453.42186455
176,89.0,1.78,0.0,679.5308837890625,978.9202270507812,5.259198748924162,262.9599374462079,155.2157745361328,158.23475646972656,179.89779663085938,15968429.493874762
177,89.0,1.78,1.0,635.577392578125,511.20758056640625,5.09933167846191,254.96658392309527,216.0006561279297,230.38302612304688,173.45065307617188,45024534.203454554
178,90.0,1.8,0.0,679.4561157226562,982.4043579101562,3.4849330135604193,174.2466506780208,155.2620086669922,158.19386291503906,178.23287963867188,15973814.668916741
179,90.0,1.8,1.0,635.9649658203125,514.503173828125,3.318304983684556,165.91524918422766,216.00990295410156,230.13092041015625,173.2965850830078,44979115.12821316
180,91.0,1.82,0.0,679.3447265625,987.0877685546875,4.68473508432536,234.2367542162678,155.19708251953125,158.20120239257812,178.86434936523438,15961198.366886884
181,91.0,1.82,1.0,636.4888305664062,519.0107421875,4.537907754311286,226.8953877155641,216.0415496826172,230.2787322998047,173.56820678710938,45021193.82318504
